feature,wasserstein_1
streak_here,0.00999000999000999
purchases_this_week,0.0
spent_this_week,0.0031808191808188314
history_rate,0.0007801627649556258
D_offline,0.08284395891329252
D_shadow,0.08857772622598344
D_excess,0.0057337673126908965
D_excess_lo,0.005456121541776893
D_excess_hi,0.0060114130836049
