seed,week_number,attendance_rate,purchase_rate,buyer_seller_pair_stability,mean_loyalty_streak,total_revenue,promotion_seller_id,Poor_to_Slow_share,Poor_to_Shigh_share,Middle_to_Slow_share,Middle_to_Shigh_share,Rich_to_Slow_share,Rich_to_Shigh_share
0,0,0.85,0.68,,1.0,179.20000000000005,-1,1.0,0.0,0.72,0.28,0.625,0.375
0,1,0.84,0.69,0.3673469387755102,1.2608695652173914,161.99999999999994,-1,1.0,0.0,0.8947368421052632,0.10526315789473684,0.7,0.3
0,2,0.86,0.73,0.43137254901960786,1.4383561643835616,196.0,-1,1.0,0.0,0.8095238095238095,0.19047619047619047,0.7692307692307693,0.23076923076923078
0,3,0.81,0.62,0.4318181818181818,1.564516129032258,195.80000000000007,-1,1.0,0.0,0.9090909090909091,0.09090909090909091,0.6153846153846154,0.38461538461538464
0,4,0.87,0.72,0.3902439024390244,1.5416666666666667,209.76,1,1.0,0.0,0.95,0.05,0.7647058823529411,0.23529411764705882
0,5,0.85,0.71,0.4,1.676056338028169,226.80000000000004,-1,1.0,0.0,0.782608695652174,0.21739130434782608,0.6666666666666666,0.3333333333333333
0,6,0.78,0.62,0.3953488372093023,1.7258064516129032,184.4,-1,1.0,0.0,0.9,0.1,0.8333333333333334,0.16666666666666666
0,7,0.82,0.66,0.4418604651162791,1.9545454545454546,216.20000000000002,3,1.0,0.0,0.75,0.25,0.6875,0.3125
0,8,0.9,0.78,0.5918367346938775,2.282051282051282,241.00000000000006,-1,1.0,0.0,0.9230769230769231,0.07692307692307693,0.6428571428571429,0.35714285714285715
0,9,0.87,0.71,0.37735849056603776,1.9154929577464788,190.40000000000003,-1,1.0,0.0,0.95,0.05,0.8888888888888888,0.1111111111111111
0,10,0.83,0.69,0.40816326530612246,1.9130434782608696,219.4,-1,1.0,0.0,0.7777777777777778,0.2222222222222222,0.6666666666666666,0.3333333333333333
0,11,0.84,0.73,0.4528301886792453,1.8767123287671232,226.60000000000002,-1,1.0,0.0,0.6842105263157895,0.3157894736842105,0.625,0.375
0,12,0.84,0.69,0.3958333333333333,1.9565217391304348,213.39999999999998,-1,1.0,0.0,0.7894736842105263,0.21052631578947367,0.6470588235294118,0.35294117647058826
0,13,0.85,0.62,0.5681818181818182,2.2580645161290325,197.00000000000003,-1,1.0,0.0,0.7222222222222222,0.2777777777777778,0.8125,0.1875
0,14,0.83,0.67,0.5333333333333333,2.417910447761194,207.4,-1,1.0,0.0,1.0,0.0,0.7647058823529411,0.23529411764705882
0,15,0.77,0.69,0.4888888888888889,2.246376811594203,217.79999999999998,-1,1.0,0.0,0.631578947368421,0.3684210526315789,0.7058823529411765,0.29411764705882354
0,16,0.87,0.74,0.36363636363636365,2.0,231.18,4,1.0,0.0,0.6363636363636364,0.36363636363636365,0.5714285714285714,0.42857142857142855
0,17,0.81,0.66,0.4489795918367347,1.9242424242424243,200.2,-1,1.0,0.0,0.7222222222222222,0.2777777777777778,0.7272727272727273,0.2727272727272727
0,18,0.81,0.68,0.4,1.75,214.99999999999997,3,1.0,0.0,0.7619047619047619,0.23809523809523808,0.5882352941176471,0.4117647058823529
0,19,0.82,0.65,0.5,2.1076923076923078,201.77999999999997,1,1.0,0.0,0.782608695652174,0.21739130434782608,0.6153846153846154,0.38461538461538464
0,20,0.84,0.66,0.5319148936170213,2.090909090909091,183.6,-1,1.0,0.0,1.0,0.0,0.6,0.4
0,21,0.79,0.63,0.4782608695652174,1.8571428571428572,195.40000000000003,-1,1.0,0.0,0.8571428571428571,0.14285714285714285,0.7857142857142857,0.21428571428571427
0,22,0.87,0.67,0.4888888888888889,1.8507462686567164,208.2,1,1.0,0.0,0.6666666666666666,0.3333333333333333,0.7894736842105263,0.21052631578947367
0,23,0.87,0.73,0.42857142857142855,1.9452054794520548,215.12000000000003,4,1.0,0.0,0.7368421052631579,0.2631578947368421,0.6666666666666666,0.3333333333333333
0,24,0.84,0.68,0.4074074074074074,1.7941176470588236,193.20000000000002,-1,1.0,0.0,0.9047619047619048,0.09523809523809523,0.8461538461538461,0.15384615384615385
0,25,0.81,0.66,0.2765957446808511,1.7272727272727273,189.84,0,1.0,0.0,0.7727272727272727,0.22727272727272727,0.8,0.2
0,26,0.82,0.65,0.475,1.8461538461538463,195.40000000000003,-1,1.0,0.0,0.6666666666666666,0.3333333333333333,0.75,0.25
0,27,0.83,0.66,0.41304347826086957,1.7575757575757576,220.80000000000004,-1,1.0,0.0,0.9130434782608695,0.08695652173913043,0.7368421052631579,0.2631578947368421
0,28,0.83,0.64,0.4772727272727273,2.03125,202.6,-1,1.0,0.0,0.8695652173913043,0.13043478260869565,0.8461538461538461,0.15384615384615385
0,29,0.86,0.74,0.4888888888888889,1.9189189189189189,230.20000000000005,-1,1.0,0.0,0.96,0.04,0.7333333333333333,0.26666666666666666
0,30,0.82,0.67,0.375,1.8955223880597014,213.0,-1,1.0,0.0,0.7894736842105263,0.21052631578947367,0.6153846153846154,0.38461538461538464
0,31,0.82,0.68,0.5,2.2058823529411766,207.8,-1,1.0,0.0,0.8260869565217391,0.17391304347826086,0.6,0.4
0,32,0.84,0.65,0.3541666666666667,1.9846153846153847,219.8,-1,1.0,0.0,0.76,0.24,0.6,0.4
0,33,0.8,0.6,0.5675675675675675,2.216666666666667,169.0,-1,1.0,0.0,0.7647058823529411,0.23529411764705882,0.6,0.4
0,34,0.89,0.73,0.5319148936170213,1.9863013698630136,240.40000000000003,-1,1.0,0.0,0.896551724137931,0.10344827586206896,0.6666666666666666,0.3333333333333333
0,35,0.85,0.71,0.5,1.8732394366197183,201.0,-1,1.0,0.0,0.8947368421052632,0.10526315789473684,0.7692307692307693,0.23076923076923078
0,36,0.84,0.7,0.4,1.957142857142857,199.7,2,1.0,0.0,0.8636363636363636,0.13636363636363635,0.5714285714285714,0.42857142857142855
0,37,0.73,0.58,0.6046511627906976,2.206896551724138,180.84000000000003,4,1.0,0.0,0.7777777777777778,0.2222222222222222,0.7692307692307693,0.23076923076923078
0,38,0.89,0.76,0.38095238095238093,1.9210526315789473,225.60000000000005,-1,1.0,0.0,0.8571428571428571,0.14285714285714285,0.7857142857142857,0.21428571428571427
0,39,0.92,0.76,0.46551724137931033,1.881578947368421,232.4,3,0.96,0.04,0.76,0.24,0.7647058823529411,0.23529411764705882
0,40,0.81,0.64,0.42,1.984375,189.60000000000002,-1,1.0,0.0,0.9523809523809523,0.047619047619047616,0.9230769230769231,0.07692307692307693
0,41,0.89,0.67,0.46938775510204084,2.0597014925373136,215.60000000000002,-1,1.0,0.0,0.8260869565217391,0.17391304347826086,0.8125,0.1875
0,42,0.85,0.71,0.43137254901960786,1.9577464788732395,214.60000000000005,-1,1.0,0.0,0.8333333333333334,0.16666666666666666,0.9230769230769231,0.07692307692307693
0,43,0.86,0.71,0.42857142857142855,2.0140845070422535,239.00000000000006,-1,1.0,0.0,0.9259259259259259,0.07407407407407407,0.6,0.4
0,44,0.84,0.72,0.5454545454545454,2.125,224.8,-1,1.0,0.0,0.7619047619047619,0.23809523809523808,0.5454545454545454,0.45454545454545453
0,45,0.82,0.66,0.3958333333333333,2.287878787878788,193.40000000000003,-1,1.0,0.0,0.8823529411764706,0.11764705882352941,0.8333333333333334,0.16666666666666666
0,46,0.85,0.7,0.4318181818181818,2.157142857142857,233.20000000000005,-1,1.0,0.0,0.6875,0.3125,0.5625,0.4375
0,47,0.88,0.69,0.425531914893617,2.1449275362318843,207.0,-1,1.0,0.0,0.7894736842105263,0.21052631578947367,0.6363636363636364,0.36363636363636365
0,48,0.83,0.67,0.3111111111111111,2.08955223880597,184.11999999999998,1,1.0,0.0,0.9411764705882353,0.058823529411764705,0.6428571428571429,0.35714285714285715
0,49,0.88,0.73,0.3958333333333333,2.191780821917808,219.00000000000006,-1,1.0,0.0,0.8260869565217391,0.17391304347826086,0.8,0.2
0,50,0.84,0.7,0.5,2.4,207.00000000000006,-1,1.0,0.0,0.9629629629629629,0.037037037037037035,0.75,0.25
0,51,0.89,0.68,0.46,2.1470588235294117,239.40000000000006,-1,1.0,0.0,0.875,0.125,0.7727272727272727,0.22727272727272727
0,52,0.82,0.59,0.30952380952380953,1.7457627118644068,178.0,-1,1.0,0.0,0.9047619047619048,0.09523809523809523,0.7,0.3
0,53,0.91,0.74,0.4186046511627907,2.054054054054054,242.60000000000002,-1,1.0,0.0,0.8181818181818182,0.18181818181818182,0.7058823529411765,0.29411764705882354
0,54,0.85,0.68,0.4807692307692308,2.1176470588235294,214.5,4,1.0,0.0,0.8181818181818182,0.18181818181818182,0.6428571428571429,0.35714285714285715
0,55,0.78,0.64,0.4883720930232558,2.203125,209.20000000000002,-1,1.0,0.0,0.7058823529411765,0.29411764705882354,0.4,0.6
0,56,0.86,0.65,0.4146341463414634,2.292307692307692,221.52,4,1.0,0.0,0.782608695652174,0.21739130434782608,0.625,0.375
0,57,0.86,0.76,0.46938775510204084,2.25,251.00000000000006,-1,1.0,0.0,0.875,0.125,0.6842105263157895,0.3157894736842105
0,58,0.81,0.69,0.42592592592592593,2.246376811594203,198.20000000000005,-1,1.0,0.0,0.85,0.15,0.9090909090909091,0.09090909090909091
0,59,0.88,0.72,0.40816326530612246,2.25,227.72000000000006,3,1.0,0.0,0.9130434782608695,0.08695652173913043,0.7222222222222222,0.2777777777777778
0,60,0.84,0.71,0.39215686274509803,1.732394366197183,207.20000000000002,-1,1.0,0.0,0.9,0.1,0.7272727272727273,0.2727272727272727
0,61,0.9,0.71,0.40384615384615385,1.6901408450704225,222.80000000000004,-1,1.0,0.0,0.95,0.05,0.46153846153846156,0.5384615384615384
0,62,0.88,0.69,0.4489795918367347,1.8840579710144927,194.20000000000002,-1,1.0,0.0,0.8636363636363636,0.13636363636363635,0.9090909090909091,0.09090909090909091
0,63,0.86,0.72,0.46,1.9444444444444444,213.00000000000006,-1,1.0,0.0,0.9565217391304348,0.043478260869565216,0.7692307692307693,0.23076923076923078
0,64,0.81,0.69,0.46,1.9420289855072463,213.40000000000003,-1,1.0,0.0,0.8181818181818182,0.18181818181818182,0.5555555555555556,0.4444444444444444
0,65,0.85,0.73,0.3958333333333333,1.8082191780821917,219.60000000000005,-1,1.0,0.0,0.8695652173913043,0.13043478260869565,0.7142857142857143,0.2857142857142857
1,0,0.84,0.58,,1.0,164.80000000000004,-1,1.0,0.0,0.6521739130434783,0.34782608695652173,0.6153846153846154,0.38461538461538464
