seed,week,loyalty_stock,best_arm,arm_0.80,arm_0.90,arm_1.00,arm_1.10,arm_1.20
1,50,0.5004709362983704,2,-8.53000000000003,-2.0849999999999795,0.0,-9.345000000000027,-20.220000000000027
1,52,0.4998396039009094,2,-10.180000000000007,-5.385000000000048,0.0,-20.365000000000123,-30.71000000000015
1,54,0.5129390954971313,0,12.860000000000014,5.574999999999989,0.0,-11.790000000000077,-20.160000000000082
2,10,0.4550038278102875,3,-6.529999999999973,0.30000000000001137,0.0,1.9399999999999977,-25.110000000000014
2,12,0.4492078721523285,0,0.7800000000000296,0.36000000000001364,0.0,-7.1650000000000205,-19.160000000000025
2,14,0.45971548557281494,2,-8.829999999999984,-4.710000000000036,0.0,-0.7699999999999818,-18.980000000000018
2,16,0.466107040643692,2,-10.769999999999982,-5.385000000000048,0.0,-5.5750000000000455,-21.40000000000009
2,18,0.4955543279647827,2,-9.120000000000005,-3.7350000000000136,0.0,-2.805000000000007,-35.07000000000011
2,20,0.507813572883606,1,-4.110000000000014,5.634999999999991,0.0,-2.009999999999991,-28.000000000000057
2,22,0.49858033657073975,2,-4.819999999999993,-3.5299999999999727,0.0,-0.5649999999999409,-21.870000000000005
2,24,0.4996011257171631,3,-3.8799999999999386,-1.4099999999999682,0.0,0.8800000000000523,-8.610000000000014
2,26,0.4797423183917999,1,-5.350000000000023,3.9249999999999545,0.0,-8.550000000000125,-48.74000000000024
2,28,0.4857467710971832,1,-1.4600000000000364,3.394999999999982,0.0,-3.3350000000000364,-24.6400000000001
2,30,0.491169810295105,2,-7.0,-3.795000000000016,0.0,-3.069999999999993,-16.71500000000009
2,32,0.4966369569301605,2,-14.010000000000048,-4.264999999999986,0.0,-5.310000000000059,-22.520000000000095
2,34,0.5096023082733154,2,-8.879999999999995,-4.204999999999984,0.0,-4.840000000000032,-31.685000000000116
2,36,0.5486434698104858,2,-12.44500000000005,-5.855000000000018,0.0,-2.6000000000000796,-41.320000000000164
2,38,0.6394639015197754,2,-10.649999999999977,-1.759999999999991,0.0,-1.7450000000000045,-20.34000000000009
2,40,0.6308572292327881,2,-16.45500000000004,-6.975000000000023,0.0,-7.815000000000055,-17.895000000000095
2,42,0.6005983948707581,2,-9.324999999999989,-3.144999999999982,0.0,-4.189999999999998,-26.290000000000134
2,44,0.5708901286125183,2,-10.420000000000073,-4.385000000000048,0.0,-5.515000000000043,-13.620000000000061
2,46,0.6205005645751953,2,-6.410000000000025,-4.060000000000002,0.0,-2.4799999999999613,-27.35000000000008
2,48,0.5955485105514526,2,-11.769999999999982,-1.759999999999991,0.0,-2.009999999999991,-23.110000000000127
2,50,0.5846444964408875,2,-10.240000000000009,-5.120000000000061,0.0,-6.635000000000048,-38.310000000000116
2,52,0.5779357552528381,2,-14.129999999999995,-4.590000000000032,0.0,-0.5649999999999409,-9.850000000000023
2,54,0.5545284748077393,2,-9.889999999999986,-3.855000000000018,0.0,-9.875,-14.41500000000002
3,10,0.3830544650554657,1,-5.349999999999966,2.5400000000000205,0.0,-14.03000000000003,-33.42000000000013
3,12,0.4344252049922943,0,7.32000000000005,5.840000000000032,0.0,-20.57000000000005,-25.640000000000043
3,14,0.45274436473846436,2,-10.420000000000016,-2.7350000000000136,0.0,-3.805000000000007,-10.259999999999991
3,16,0.4632014036178589,2,-9.240000000000066,-2.1450000000000387,0.0,-21.69000000000011,-35.01000000000016
3,18,0.47362688183784485,1,1.9600000000000364,7.550000000000011,0.0,-4.720000000000027,-28.530000000000143
3,20,0.47844913601875305,1,-3.1100000000000136,2.009999999999991,0.0,-1.9499999999999886,-16.980000000000075
3,22,0.484299898147583,2,-13.600000000000023,-5.975000000000023,0.0,-7.959999999999923,-23.99000000000001
3,24,0.49887654185295105,1,-6.409999999999968,1.7450000000000614,0.0,-17.860000000000014,-25.700000000000045
3,26,0.5065812468528748,1,0.7200000000000841,2.009999999999991,0.0,-6.045000000000016,-16.920000000000073
3,28,0.4869922399520874,1,-7.470000000000027,1.4800000000000182,0.0,-3.069999999999993,-19.160000000000082
3,30,0.49354350566864014,2,-9.650000000000091,-4.000000000000057,0.0,-9.93500000000006,-21.930000000000064
3,32,0.5117934942245483,0,1.8999999999999773,1.214999999999975,0.0,-8.814999999999998,-21.930000000000064
3,34,0.5260488390922546,2,-7.000000000000057,-2.410000000000025,0.0,-0.8300000000000409,-26.760000000000105
3,36,0.5119460821151733,1,-0.8099999999999454,2.925000000000068,0.0,-2.2749999999999773,-23.110000000000014
3,38,0.5236119627952576,1,0.4549999999999841,6.694999999999993,0.0,-18.71500000000009,-25.170000000000073
3,40,0.5116997361183167,1,1.045000000000016,6.164999999999964,0.0,-9.080000000000041,-33.9500000000001
3,42,0.5225769281387329,4,-5.561999999999898,-4.060000000000002,0.0,4.358500000000049,9.572000000000003
3,44,0.5930271744728088,2,-6.410000000000025,-2.675000000000068,0.0,-9.080000000000041,-17.510000000000105
3,46,0.5638591051101685,1,-1.990000000000066,6.42999999999995,0.0,-23.93000000000012,-38.370000000000175
3,48,0.5429165959358215,1,-1.5199999999999818,1.1549999999999727,0.0,-11.524999999999977,-30.59000000000009
3,50,0.5380123853683472,2,-13.659999999999968,-6.564999999999998,0.0,-0.8299999999999272,-13.089999999999975
3,52,0.5228070020675659,2,-14.07000000000005,-8.15500000000003,0.0,-19.040000000000077,-32.685000000000116
3,54,0.5169371962547302,2,-19.960000000000036,-8.890000000000043,0.0,-22.66500000000002,-38.0800000000001
4,10,0.49052613973617554,2,-14.07000000000005,-5.385000000000048,0.0,-16.270000000000095,-23.640000000000157
4,12,0.5088204741477966,2,-12.480000000000018,-7.625000000000057,0.0,-3.6000000000000227,-15.86000000000007
4,14,0.5241073966026306,2,-1.9899999999999523,-2.9399999999999977,0.0,-17.860000000000014,-28.470000000000027
4,16,0.5206741690635681,1,-5.819999999999993,1.214999999999975,0.0,-16.800000000000125,-22.52000000000004
4,18,0.5226134061813354,1,0.6000000000000227,3.865000000000009,0.0,-9.285000000000025,-10.260000000000048
4,20,0.49596303701400757,2,-7.590000000000032,-0.49500000000000455,0.0,-17.269999999999982,-28.410000000000025
4,22,0.500948965549469,2,-14.275000000000034,-3.410000000000025,0.0,-21.81000000000006,-33.27500000000009
4,24,0.5071553587913513,2,-9.889999999999986,-3.855000000000018,0.0,-8.490000000000009,-25.640000000000043
4,26,0.48153969645500183,2,-11.360000000000014,-2.9400000000000546,0.0,-15.620000000000061,-22.665000000000134
4,28,0.4701189696788788,1,-2.580000000000041,3.394999999999982,0.0,-7.635000000000048,-14.415000000000077
4,30,0.5456884503364563,1,-4.819999999999936,1.1550000000000296,0.0,-6.574999999999989,-7.610000000000014
4,32,0.5321393013000488,0,5.32000000000005,3.454999999999984,0.0,-10.995000000000005,-27.35000000000008
4,34,0.5168681740760803,2,-9.120000000000061,-3.4700000000000273,0.0,-14.825000000000045,-20.545000000000073
4,36,0.5602226853370667,2,-12.889999999999986,-2.8799999999999955,0.0,-18.980000000000018,-25.230000000000075
4,38,0.5589483976364136,2,-5.760000000000048,-3.7350000000000705,0.0,-4.190000000000055,-11.030000000000086
4,40,0.5630086660385132,1,-0.8700000000000045,0.36000000000001364,0.0,-9.080000000000041,-20.810000000000116
4,42,0.5420828461647034,2,-2.5200000000000387,-1.2900000000000205,0.0,-11.260000000000048,-13.090000000000089
4,44,0.5336465835571289,2,-12.889999999999986,-5.9150000000000205,0.0,-9.935000000000002,-18.630000000000052
4,46,0.5345903635025024,2,-10.8900000000001,-4.915000000000077,0.0,-1.3600000000000136,-8.730000000000018
4,48,0.49921104311943054,2,-8.649999999999977,-2.409999999999968,0.0,-15.94500000000005,-31.240000000000123
4,50,0.49867573380470276,2,-5.880000000000052,-1.025000000000034,0.0,-9.875000000000057,-26.49500000000006
4,52,0.4843350648880005,2,-8.795000000000016,-0.964999999999975,0.0,-4.1299999999999955,-13.090000000000032
4,54,0.48235657811164856,2,-8.265000000000043,-4.000000000000057,0.0,-7.694999999999993,-13.680000000000007
5,10,0.445078581571579,4,-4.879999999999939,1.8705000000000496,0.0,0.4490000000000123,4.197999999999979
5,12,0.5943477153778076,2,-11.599999999999966,-4.975000000000023,0.0,-33.710000000000036,-43.14000000000004
5,14,0.5930870175361633,2,-10.240000000000009,-4.590000000000032,0.0,-7.1650000000000205,-22.990000000000123
5,16,0.5680888891220093,2,-7.590000000000089,-2.1450000000000387,0.0,-17.27000000000004,-30.000000000000057
5,18,0.5671366453170776,2,-11.360000000000014,-1.55499999999995,0.0,-10.995000000000005,-16.920000000000016
5,20,0.5536942481994629,2,-8.650000000000034,-0.7599999999999341,0.0,-14.825000000000045,-22.40000000000009
5,22,0.5422548055648804,2,-15.600000000000023,-6.975000000000023,0.0,-21.220000000000084,-36.780000000000086
5,24,0.5542867183685303,2,-12.600000000000023,-7.685000000000059,0.0,-16.15000000000009,-25.640000000000157
5,26,0.5433931350708008,1,-3.579999999999984,0.9499999999999886,0.0,-20.630000000000052,-26.880000000000052
5,28,0.5451573729515076,1,-2.050000000000068,4.189999999999941,0.0,-14.23500000000007,-19.040000000000134
5,30,0.5241577625274658,2,-8.649999999999977,-4.060000000000002,0.0,-9.345000000000027,-18.57000000000005
5,32,0.5160854458808899,2,-8.770000000000039,-4.120000000000061,0.0,-7.370000000000061,-8.079999999999984
5,34,0.4935240149497986,2,-6.060000000000059,-2.205000000000041,0.0,-0.7700000000000387,-3.1299999999999955
5,36,0.4803391993045807,1,-5.350000000000023,0.625,0.0,-15.355000000000075,-41.02000000000015
5,38,0.47735533118247986,2,-14.600000000000023,-5.650000000000034,0.0,-22.54500000000013,-38.310000000000116
5,40,0.4884916841983795,2,-12.830000000000041,-2.819999999999993,0.0,-17.125,-38.550000000000125
5,42,0.49144497513771057,1,-1.8450000000000273,1.1549999999999727,0.0,-22.015000000000043,-33.095000000000084
5,44,0.46553558111190796,2,-7.385000000000048,-1.615000000000009,0.0,-15.090000000000089,-24.580000000000098
5,46,0.4537656903266907,1,-8.46999999999997,0.7450000000000045,0.0,-21.81000000000006,-32.42000000000007
5,48,0.5435888767242432,2,-12.420000000000073,-2.0850000000000364,0.0,-16.210000000000036,-40.49000000000018
5,50,0.5496912598609924,2,-4.7000000000000455,-0.4350000000000023,0.0,-20.040000000000077,-27.88000000000011
5,52,0.5401729345321655,2,-13.480000000000018,-7.565000000000055,0.0,-17.065000000000055,-32.89000000000016
5,54,0.5322390198707581,2,-15.07000000000005,-6.44500000000005,0.0,-12.705000000000041,-36.78000000000014
6,10,0.6106950640678406,2,-9.120000000000005,-6.505000000000052,0.0,-5.250000000000057,-15.330000000000041
6,12,0.5836206078529358,2,-10.06000000000006,-3.9400000000001114,0.0,-27.555000000000177,-49.450000000000216
6,14,0.5865376591682434,2,-2.2550000000000523,-0.7000000000000455,0.0,-5.78000000000003,-10.705000000000098
6,16,0.5774100422859192,2,-7.3250000000000455,-3.794999999999959,0.0,-14.295000000000073,-21.28000000000003
6,18,0.5572013854980469,2,-11.505000000000052,-2.615000000000066,0.0,-8.345000000000027,-28.590000000000146
6,20,0.5727861523628235,4,-10.684999999999889,-4.914999999999964,0.0,7.2345000000000255,14.469000000000051
6,22,0.6247150897979736,4,-14.18999999999994,-8.162000000000035,0.0,8.16199999999992,13.447999999999979
6,24,0.661406397819519,2,-9.590000000000032,-2.8799999999999955,0.0,-14.620000000000005,-37.31000000000017
6,26,0.6508997678756714,2,-16.720000000000027,-10.009999999999991,0.0,-10.524999999999977,-29.12000000000012
6,28,0.6424722671508789,1,-6.410000000000082,1.7449999999999477,0.0,-10.200000000000102,-21.34000000000009
6,30,0.6204036474227905,2,-17.90000000000009,-10.60000000000008,0.0,-9.405000000000086,-15.3900000000001
6,32,0.5983499884605408,2,-19.490000000000066,-8.095000000000027,0.0,-19.040000000000077,-39.55000000000018
6,34,0.621525228023529,2,-9.0,-8.095000000000027,0.0,-7.490000000000009,-26.350000000000023
6,36,0.5876674056053162,2,-3.519999999999982,-1.4950000000000045,0.0,-13.23500000000007,-31.240000000000123
6,38,0.5859175324440002,2,-6.350000000000023,-2.3500000000000227,0.0,-13.23500000000007,-36.13000000000011
6,40,0.5656121373176575,1,1.3700000000000045,2.3349999999999795,0.0,-13.765000000000043,-24.6400000000001
6,42,0.5585993528366089,2,-13.950000000000045,-7.830000000000041,0.0,-9.405000000000086,-23.6400000000001
6,44,0.5649698972702026,2,-7.53000000000003,-1.025000000000034,0.0,-3.865000000000009,-8.730000000000075
6,46,0.5559746026992798,2,-8.649999999999977,-8.745000000000005,0.0,-7.42999999999995,-28.470000000000084
6,48,0.5692651867866516,2,-9.770000000000039,-8.745000000000061,0.0,-13.765000000000043,-23.255000000000052
6,50,0.5493782162666321,2,-12.035000000000025,-9.215000000000032,0.0,-19.04000000000002,-23.90500000000003
6,52,0.5762057304382324,4,-1.7989999999998645,2.858000000000118,0.0,5.750500000000102,11.501000000000033
6,54,0.5839477777481079,2,-17.250000000000057,-8.360000000000014,0.0,-16.005000000000052,-42.26000000000016
7,10,0.3678969740867615,4,-11.334999999999923,-4.842499999999973,0.0,3.8020000000000778,7.233000000000004
7,12,0.48503774404525757,1,-3.170000000000016,2.8050000000000637,0.0,-9.020000000000039,-11.380000000000052
7,14,0.4735480844974518,2,-3.230000000000018,-0.8199999999999932,0.0,-15.294999999999959,-26.110000000000014
7,16,0.4540508985519409,2,-0.8700000000000614,-1.82000000000005,0.0,-10.995000000000061,-18.630000000000052
7,18,0.46170473098754883,0,8.440000000000055,5.5750000000000455,0.0,-15.620000000000005,-31.12000000000006
7,20,0.4351995289325714,2,-0.9900000000000091,-0.2300000000000182,0.0,-26.580000000000098,-37.66000000000008
7,22,0.43362924456596375,1,-1.0499999999999545,3.6000000000000227,0.0,-14.764999999999986,-20.690000000000055
7,24,0.4531185030937195,2,-3.230000000000018,-1.3500000000000227,0.0,-9.285000000000082,-13.56000000000006
7,26,0.42973005771636963,2,-7.650000000000034,-1.0850000000000364,0.0,-8.16500000000002,-18.450000000000045
7,28,0.4404473602771759,2,-4.230000000000018,-4.060000000000059,0.0,-24.72500000000008,-42.73000000000013
7,30,0.4475845694541931,2,-10.300000000000068,-4.060000000000002,0.0,-28.555000000000064,-43.2000000000001
7,32,0.46160194277763367,2,-7.590000000000089,-0.4950000000000614,0.0,-8.490000000000066,-14.680000000000064
7,34,0.4403844177722931,2,-6.0,-0.8199999999999932,0.0,-9.550000000000068,-19.040000000000077
7,36,0.4392666816711426,1,-2.3999999999999204,1.8050000000000068,0.0,-16.800000000000068,-34.540000000000134
7,38,0.45999765396118164,2,-9.359999999999957,-3.855000000000018,0.0,-2.419999999999959,-0.9499999999999886
7,40,0.4451519548892975,1,-1.990000000000066,1.4799999999999613,0.0,-17.595000000000084,-20.280000000000086
7,42,0.45230695605278015,2,-6.0,-1.3500000000000227,0.0,-22.485000000000014,-24.58000000000004
7,44,0.4400010108947754,0,6.260000000000048,1.7450000000000045,0.0,-10.730000000000075,-23.050000000000068
7,46,0.43286097049713135,1,-5.410000000000082,4.985000000000014,0.0,-7.900000000000034,-22.81000000000006
7,48,0.43613484501838684,2,-9.710000000000036,-5.975000000000023,0.0,-6.045000000000016,-25.11000000000007
7,50,0.4523886442184448,1,-0.9300000000000637,1.1549999999999727,0.0,-6.840000000000032,-13.56000000000006
7,52,0.45894601941108704,2,-6.409999999999968,-0.7599999999999909,0.0,-10.669999999999959,-16.860000000000014
7,54,0.4542096257209778,2,-8.120000000000061,-0.7599999999999909,0.0,-11.260000000000048,-21.87000000000012
8,10,0.45363691449165344,1,0.1300000000000523,2.805000000000007,0.0,-20.305000000000007,-32.76999999999998
8,12,0.46140560507774353,2,-4.639999999999986,-2.615000000000009,0.0,-3.925000000000068,-26.350000000000136
8,14,0.47877979278564453,2,-11.420000000000016,-4.060000000000059,0.0,-1.0950000000000273,-31.65000000000009
8,16,0.48013004660606384,2,-7.53000000000003,-2.410000000000025,0.0,-15.41500000000002,-31.830000000000155
8,18,0.503792405128479,3,-6.46999999999997,-2.409999999999968,0.0,4.650000000000034,-11.970000000000027
8,20,0.5052573680877686,2,-10.830000000000041,-5.710000000000036,0.0,-9.61000000000007,-26.760000000000048
8,22,0.4967520833015442,2,-0.3999999999999204,-1.8799999999999386,0.0,-3.2749999999999773,-17.91999999999996
8,24,0.49873003363609314,2,-7.470000000000027,-3.205000000000041,0.0,-14.030000000000143,-33.95000000000016
8,26,0.503032386302948,0,4.5499999999999545,-2.1450000000000387,0.0,-12.645000000000039,-32.300000000000125
8,28,0.5085440278053284,2,-4.349999999999966,-2.7350000000000136,0.0,-9.875000000000057,-22.930000000000064
8,30,0.5174031257629395,0,4.550000000000011,4.454999999999984,0.0,-10.405000000000086,-19.57000000000005
8,32,0.5197394490242004,3,-2.6649999999999636,-5.915000000000077,0.0,1.0249999999999773,-23.6400000000001
8,34,0.5227921009063721,3,-6.529999999999973,-1.3500000000000227,0.0,0.025000000000034106,-21.81000000000006
8,36,0.5208224058151245,2,-1.6649999999999636,-0.4350000000000023,0.0,-13.235000000000014,-41.260000000000105
8,38,0.5360517501831055,2,-4.819999999999993,-3.5300000000000296,0.0,-10.995000000000061,-18.570000000000107
8,40,0.5303090214729309,4,-7.529999999999973,-7.790999999999997,0.0,2.8409999999999513,7.755999999999915
8,42,0.5903046131134033,2,-7.350000000000023,-1.759999999999991,0.0,-22.075000000000102,-31.890000000000157
8,44,0.5932385921478271,2,-10.180000000000064,-2.615000000000066,0.0,-9.40500000000003,-27.41000000000014
8,46,0.5874794125556946,2,-9.180000000000007,-7.625000000000057,0.0,-12.380000000000052,-31.180000000000064
8,48,0.584006667137146,1,0.7200000000000841,3.925000000000068,0.0,-15.355000000000018,-30.590000000000032
8,50,0.5525184869766235,2,-15.660000000000082,-4.53000000000003,0.0,-6.3700000000000045,-29.590000000000146
8,52,0.5532565712928772,1,-0.39999999999997726,0.8900000000000432,0.0,-10.139999999999986,-25.640000000000043
8,54,0.5557025074958801,2,-15.600000000000023,-5.324999999999989,0.0,-12.705000000000041,-33.480000000000075
9,10,0.35028934478759766,2,-3.1100000000000705,-2.9400000000000546,0.0,-14.56000000000006,-27.350000000000136
9,12,0.4174327850341797,0,11.680000000000064,3.3349999999999795,0.0,-12.055000000000007,-28.410000000000082
9,14,0.44157570600509644,1,6.199999999999989,9.40500000000003,0.0,-18.920000000000073,-36.60000000000008
9,16,0.44498834013938904,2,-4.759999999999991,-1.5550000000000068,0.0,-3.069999999999993,-21.93000000000012
9,18,0.4633727967739105,2,-7.530000000000086,-1.2900000000000205,0.0,-9.875000000000057,-16.390000000000043
9,20,0.4692804515361786,0,7.730000000000018,-0.024999999999977263,0.0,-1.5649999999999409,-7.490000000000009
9,22,0.43743813037872314,0,3.6100000000000136,2.069999999999993,0.0,-13.7650000000001,-15.920000000000073
9,24,0.4569990634918213,0,3.3700000000000614,-4.649999999999977,0.0,-12.055000000000007,-23.990000000000066
9,26,0.45194748044013977,2,-9.710000000000036,-1.5550000000000637,0.0,-15.680000000000064,-24.11000000000007
9,28,0.4465353190898895,2,-8.589999999999975,-3.204999999999984,0.0,-6.899999999999977,-35.60000000000002
9,30,0.46289917826652527,2,-9.180000000000007,-2.9400000000000546,0.0,-10.260000000000048,-20.075000000000045
9,32,0.4740236699581146,2,-11.480000000000018,-4.650000000000034,0.0,-7.694999999999993,-20.220000000000027
9,34,0.48243260383605957,1,-2.19500000000005,3.9850000000000136,0.0,-24.785000000000082,-39.87500000000017
9,36,0.48640963435173035,0,3.7550000000000523,3.660000000000025,0.0,-11.055000000000064,-23.050000000000068
9,38,0.5667867064476013,1,-6.939999999999998,1.7450000000000045,0.0,-4.1299999999999955,-19.630000000000052
9,40,0.562933087348938,1,-3.169999999999959,7.490000000000009,0.0,-5.78000000000003,-7.080000000000041
9,42,0.547924280166626,1,-5.410000000000082,1.6849999999999454,0.0,-10.405000000000086,-21.81000000000006
9,44,0.5226563215255737,2,-9.649999999999977,-4.855000000000018,0.0,-3.9249999999999545,-10.235000000000014
9,46,0.5280236601829529,2,-5.410000000000025,-2.4699999999999704,0.0,-16.47500000000008,-27.205000000000098
9,48,0.5060772895812988,1,-1.6649999999999636,0.15500000000002956,0.0,-0.03499999999996817,-17.040000000000077
9,50,0.5099930167198181,4,-10.253999999999905,-4.543999999999983,0.0,5.213500000000067,8.777000000000044
9,52,0.5824694037437439,2,-8.0,-0.964999999999975,0.0,-21.42500000000001,-34.805000000000064
9,54,0.6258959770202637,2,-12.360000000000014,-2.615000000000009,0.0,-3.069999999999993,-25.230000000000018
10,10,0.401714950799942,0,8.439999999999998,6.105000000000018,0.0,-13.175000000000068,-28.94000000000011
10,12,0.43736252188682556,1,1.6600000000000819,6.310000000000059,0.0,-16.150000000000034,-26.170000000000073
10,14,0.44022050499916077,1,-3.7600000000000477,3.069999999999993,0.0,-23.87000000000012,-26.82000000000005
10,16,0.46761155128479004,2,-12.129999999999995,-5.240000000000066,0.0,-9.020000000000039,-21.015000000000043
10,18,0.48488566279411316,2,-12.890000000000043,-4.53000000000003,0.0,-11.850000000000023,-24.96500000000009
10,20,0.5287688374519348,1,-5.085000000000036,0.625,0.0,-23.605000000000075,-37.72000000000014
10,22,0.53421550989151,2,-0.92999999999995,-5.769999999999982,0.0,-17.269999999999982,-18.245000000000005
10,24,0.5643015503883362,2,-12.949999999999989,-6.5049999999999955,0.0,-14.295000000000016,-22.460000000000093
10,26,0.5570152997970581,2,-16.250000000000057,-7.035000000000082,0.0,-12.115000000000009,-29.060000000000116
10,28,0.5467771887779236,2,-10.950000000000045,-4.385000000000048,0.0,-3.8050000000000637,-7.550000000000068
10,30,0.5035299062728882,2,-13.54000000000002,-6.240000000000009,0.0,-16.535000000000082,-32.36000000000013
10,32,0.5079449415206909,2,-8.590000000000032,-2.9400000000000546,0.0,-5.514999999999986,-21.930000000000064
10,34,0.5071544051170349,1,2.840000000000032,6.635000000000048,0.0,-3.80499999999995,-21.220000000000027
10,36,0.5070186853408813,0,3.0200000000000387,1.7450000000000045,0.0,-15.150000000000091,-26.290000000000077
10,38,0.5017344355583191,2,-9.0,-8.095000000000027,0.0,-8.875,-32.42000000000013
10,40,0.5175072550773621,2,-12.420000000000073,-8.15500000000003,0.0,-3.3350000000000364,-13.150000000000034
10,42,0.5296540260314941,2,-6.940000000000055,-3.205000000000041,0.0,-18.125,-37.19000000000011
10,44,0.5164062976837158,1,-3.2299999999999613,2.214999999999975,0.0,-7.634999999999991,-17.920000000000073
10,46,0.4857378304004669,2,-7.590000000000032,-3.2649999999999864,0.0,-22.485000000000014,-25.11000000000007
10,48,0.4785803258419037,2,-7.060000000000002,-5.180000000000007,0.0,-15.620000000000005,-22.340000000000032
10,50,0.4588254988193512,2,-8.470000000000027,-3.1450000000000387,0.0,-19.30500000000012,-31.890000000000157
10,52,0.49755826592445374,2,-11.770000000000039,-1.4950000000000045,0.0,-15.475000000000023,-39.02000000000015
