seed,participation_rate,avg_purchases_per_buyer,total_revenue,total_inventory_remaining,n_blocked_by_utility,n_blocked_by_budget,n_blocked_by_inventory,n_not_noticed,promotion_active,promotion_seller_id,promotion_seller_class,promotion_discount,visibility_rate_seller_0,visibility_rate_seller_1,visibility_rate_seller_2,visibility_rate_seller_3,visibility_rate_seller_4,Poor_participation_rate,Poor_to_Slow_share,Poor_to_Shigh_share,Poor_blocked_by_budget_at_Slow,Poor_blocked_by_budget_at_Shigh,Middle_participation_rate,Middle_to_Slow_share,Middle_to_Shigh_share,Middle_blocked_by_budget_at_Slow,Middle_blocked_by_budget_at_Shigh,Rich_participation_rate,Rich_to_Slow_share,Rich_to_Shigh_share,Rich_blocked_by_budget_at_Slow,Rich_blocked_by_budget_at_Shigh
0,0.72,0.95,217.79999999999998,435,133,169,0,103,True,0,Slow,0.3,0.89,0.97,0.64,0.87,0.6,0.6571428571428571,1.0,0.0,38,103,0.85,0.8518518518518519,0.14814814814814814,5,16,0.9,0.65,0.35,1,6
1,0.77,0.93,197.59999999999997,437,132,198,0,77,True,0,Slow,0.3,0.95,0.96,0.66,0.96,0.7,0.7142857142857143,1.0,0.0,51,116,0.85,0.88,0.12,8,16,1.0,0.7058823529411765,0.29411764705882354,2,5
2,0.78,0.96,201.19999999999996,434,133,190,0,81,True,0,Slow,0.3,0.95,0.97,0.69,0.87,0.71,0.7571428571428571,1.0,0.0,50,110,0.75,0.8636363636363636,0.13636363636363635,6,17,1.0,0.75,0.25,2,5
3,0.77,0.9,211.79999999999998,440,133,177,0,100,True,0,Slow,0.3,0.94,0.93,0.63,0.89,0.61,0.7142857142857143,1.0,0.0,48,101,0.85,0.7916666666666666,0.20833333333333334,7,17,1.0,0.5625,0.4375,2,2
4,0.76,0.95,221.59999999999997,435,136,182,0,87,True,0,Slow,0.3,0.94,0.95,0.7,0.88,0.66,0.7,1.0,0.0,45,109,0.9,0.68,0.32,11,10,0.9,0.7222222222222222,0.2777777777777778,1,6
5,0.81,0.96,227.2,434,120,196,0,88,True,0,Slow,0.3,0.89,0.94,0.67,0.91,0.71,0.7714285714285715,1.0,0.0,51,110,0.85,0.6521739130434783,0.34782608695652173,11,18,1.0,0.7222222222222222,0.2777777777777778,0,6
6,0.78,0.93,231.99999999999997,437,131,182,0,94,True,0,Slow,0.3,0.95,0.94,0.62,0.89,0.66,0.7714285714285715,1.0,0.0,48,105,0.75,0.5882352941176471,0.4117647058823529,11,12,0.9,0.5714285714285714,0.42857142857142855,3,3
7,0.77,0.96,203.99999999999997,434,123,195,0,86,True,0,Slow,0.3,0.97,0.96,0.65,0.91,0.65,0.7,1.0,0.0,56,105,0.95,0.7857142857142857,0.21428571428571427,5,21,0.9,0.8235294117647058,0.17647058823529413,1,7
8,0.75,0.93,200.39999999999998,437,127,186,0,94,True,0,Slow,0.3,0.94,0.98,0.62,0.88,0.64,0.6571428571428571,1.0,0.0,47,107,1.0,0.8387096774193549,0.16129032258064516,12,17,0.9,0.7333333333333333,0.26666666666666666,1,2
9,0.75,0.92,215.79999999999998,438,137,199,0,72,True,0,Slow,0.3,0.97,0.95,0.68,0.94,0.74,0.6714285714285714,1.0,0.0,55,119,0.9,0.7777777777777778,0.2222222222222222,6,14,1.0,0.625,0.375,1,4
10,0.8,0.99,230.39999999999998,431,110,208,0,83,True,0,Slow,0.3,0.95,0.99,0.66,0.9,0.67,0.7571428571428571,1.0,0.0,66,106,0.9,0.7692307692307693,0.23076923076923078,10,18,0.9,0.6842105263157895,0.3157894736842105,3,5
11,0.76,0.88,191.59999999999997,442,138,178,0,96,True,0,Slow,0.3,0.96,0.94,0.63,0.91,0.6,0.7142857142857143,1.0,0.0,46,109,0.85,0.782608695652174,0.21739130434782608,7,14,0.9,0.6923076923076923,0.3076923076923077,0,2
12,0.76,0.91,205.2,439,133,188,0,88,True,0,Slow,0.3,0.93,0.91,0.68,0.9,0.7,0.7714285714285715,1.0,0.0,51,117,0.7,0.7,0.3,8,11,0.8,0.7142857142857143,0.2857142857142857,1,0
13,0.73,0.87,182.2,443,141,193,0,79,True,0,Slow,0.3,0.98,0.94,0.69,0.93,0.67,0.7428571428571429,1.0,0.0,52,110,0.6,0.7857142857142857,0.21428571428571427,6,19,0.9,0.8,0.2,2,4
14,0.76,0.95,217.2,435,126,186,0,93,True,0,Slow,0.3,0.95,0.97,0.66,0.86,0.63,0.7,1.0,0.0,49,103,0.95,0.7931034482758621,0.20689655172413793,12,19,0.8,0.6666666666666666,0.3333333333333333,1,2
15,0.74,0.9,198.59999999999997,440,141,181,0,88,True,0,Slow,0.3,0.96,0.95,0.63,0.92,0.66,0.6428571428571429,1.0,0.0,41,110,0.95,0.8461538461538461,0.15384615384615385,10,17,1.0,0.7058823529411765,0.29411764705882354,0,3
16,0.72,0.93,204.59999999999997,437,126,193,0,88,True,0,Slow,0.3,0.95,0.94,0.6,0.95,0.68,0.6714285714285714,1.0,0.0,49,113,0.75,0.8333333333333334,0.16666666666666666,7,20,1.0,0.7619047619047619,0.23809523809523808,1,3
17,0.8,0.95,230.39999999999998,435,126,191,0,88,True,0,Slow,0.3,0.93,0.98,0.58,0.93,0.7,0.7571428571428571,1.0,0.0,43,116,0.9,0.6521739130434783,0.34782608695652173,14,12,0.9,0.6666666666666666,0.3333333333333333,1,5
18,0.69,0.84,185.39999999999998,446,129,183,0,104,True,0,Slow,0.3,0.94,0.94,0.6,0.83,0.65,0.6428571428571429,1.0,0.0,51,105,0.75,0.75,0.25,9,16,0.9,0.7333333333333333,0.26666666666666666,0,2
19,0.79,0.97,211.79999999999995,433,129,185,0,89,True,0,Slow,0.3,0.97,0.96,0.61,0.89,0.68,0.7285714285714285,1.0,0.0,46,112,0.9,0.7916666666666666,0.20833333333333334,6,16,1.0,0.75,0.25,2,3
20,0.75,0.95,236.59999999999997,435,130,188,0,87,True,0,Slow,0.3,0.94,0.95,0.68,0.9,0.66,0.6714285714285714,1.0,0.0,46,101,0.9,0.6956521739130435,0.30434782608695654,12,18,1.0,0.5909090909090909,0.4090909090909091,4,7
21,0.77,0.94,223.2,436,130,201,0,75,True,0,Slow,0.3,0.96,0.96,0.75,0.91,0.67,0.7428571428571429,1.0,0.0,64,105,0.8,0.6956521739130435,0.30434782608695654,8,17,0.9,0.6842105263157895,0.3157894736842105,2,5
22,0.76,0.94,218.99999999999997,436,127,188,0,91,True,0,Slow,0.3,0.94,0.92,0.65,0.96,0.62,0.7285714285714285,1.0,0.0,53,108,0.8,0.7083333333333334,0.2916666666666667,8,14,0.9,0.6666666666666666,0.3333333333333333,2,3
23,0.82,1.05,224.79999999999995,425,121,184,0,90,True,0,Slow,0.3,0.97,0.98,0.65,0.92,0.58,0.8,1.0,0.0,55,107,0.8,0.8148148148148148,0.18518518518518517,7,12,1.0,0.7058823529411765,0.29411764705882354,0,3
24,0.76,0.92,220.2,438,133,187,0,88,True,0,Slow,0.3,0.95,0.97,0.6,0.89,0.71,0.7142857142857143,1.0,0.0,46,111,0.85,0.6956521739130435,0.30434782608695654,10,14,0.9,0.6111111111111112,0.3888888888888889,2,4
25,0.76,0.88,182.39999999999998,442,137,181,0,94,True,0,Slow,0.3,0.97,0.88,0.62,0.91,0.68,0.7142857142857143,1.0,0.0,44,113,0.8,0.8260869565217391,0.17391304347826086,5,15,1.0,0.7857142857142857,0.21428571428571427,1,3
26,0.75,0.99,212.99999999999997,431,131,185,0,85,True,0,Slow,0.3,0.98,0.95,0.62,0.9,0.7,0.6857142857142857,1.0,0.0,44,117,0.85,0.8709677419354839,0.12903225806451613,3,14,1.0,0.75,0.25,2,5
27,0.76,0.97,219.99999999999997,433,119,200,0,84,True,0,Slow,0.3,0.94,0.94,0.68,0.95,0.65,0.6714285714285714,1.0,0.0,56,114,0.95,0.75,0.25,12,13,1.0,0.8095238095238095,0.19047619047619047,0,5
28,0.77,0.99,218.2,431,117,187,0,97,True,0,Slow,0.3,0.93,0.94,0.62,0.9,0.64,0.7428571428571429,1.0,0.0,52,110,0.8,0.76,0.24,10,11,0.9,0.7647058823529411,0.23529411764705882,0,4
29,0.75,0.92,223.79999999999998,438,131,185,0,92,True,0,Slow,0.3,0.97,0.92,0.64,0.95,0.6,0.6714285714285714,1.0,0.0,50,111,0.9,0.72,0.28,7,12,1.0,0.5882352941176471,0.4117647058823529,2,3
