calls,cached,cache_hit_rate,input_tokens,output_tokens,synthetic_cost_usd,synthetic_latency_seconds,seconds_per_call,model,temperature,reasoning_effort,max_tokens
183,17,0.085,34886,17310,0.0,360.521,1.9701,openai/gpt-oss-120b,0.0,low,512
