arm,weighted_js,log_loss,contrast_price,contrast_display,contrast_feature,contrast_repeat,signs_matched
one-step (real history),0.0009804133381732763,0.4672664416655624,-0.12549010862968363,0.14536674672229583,0.1981423355551863,0.6877408398194639,4
free-running (own history),0.0010733774881153755,0.47134376255949534,-0.1260592459820746,0.14628462023632754,0.19796824654111353,0.6815491554162834,4
