seed,buyer_id,buyer_class,n_purchases,total_spent,budget_remaining
0,9,Poor,2,3.2917499999999995,0.23739563015692688
0,10,Poor,1,1.8952499999999999,1.326964128502703
0,11,Poor,1,1.8952499999999999,1.2233764915375724
0,12,Poor,1,1.3964999999999999,1.6937764356859837
0,13,Poor,1,1.8952499999999999,1.5965474768877828
0,14,Poor,0,0.0,2.670951459663922
0,15,Poor,1,1.3964999999999999,1.5306963806686362
0,16,Poor,1,2.205,0.6167959463502317
0,17,Poor,1,2.205,0.945836988467887
0,18,Poor,1,1.3964999999999999,1.2953836992452443
0,19,Poor,0,0.0,2.9619399760432135
0,20,Poor,1,1.8952499999999999,0.4242518956372474
0,21,Poor,1,2.205,1.112906580814676
0,22,Poor,1,1.8952499999999999,1.182019701963367
0,23,Poor,1,2.205,0.31985276148264585
0,24,Poor,0,0.0,3.048700345606631
0,25,Poor,1,2.205,0.9310631833220806
0,26,Poor,1,1.8952499999999999,0.6879880334485673
0,27,Poor,1,1.8952499999999999,1.09585150084376
0,28,Poor,1,1.3964999999999999,1.5492252892424971
0,29,Poor,1,2.205,0.09178164487699014
0,30,Poor,0,0.0,4.151558442737377
0,31,Poor,1,2.205,0.6209551293946993
0,32,Poor,1,2.205,0.5456756402407485
0,33,Poor,0,0.0,3.727962172360225
0,34,Poor,1,1.8952499999999999,1.1249742280934374
0,35,Poor,1,1.8952499999999999,0.6523904157065834
0,36,Poor,0,0.0,3.0313585691734044
0,37,Poor,0,0.0,2.996700565652933
0,38,Poor,1,1.3964999999999999,1.8841195408253049
0,39,Poor,1,2.205,0.7767828486905133
0,40,Poor,1,1.3964999999999999,1.1890794918528786
0,41,Poor,1,1.3964999999999999,1.8019371830202096
0,42,Poor,0,0.0,2.980864513000685
0,43,Poor,1,2.205,0.23542253581862482
0,44,Poor,0,0.0,2.7833476596555577
0,45,Poor,1,2.205,0.4396016361212922
0,46,Poor,1,1.3964999999999999,1.3710925008572137
0,47,Poor,0,0.0,3.3621229311231486
0,48,Poor,1,1.3964999999999999,1.4568612272938972
0,49,Poor,1,1.8952499999999999,1.0205616481038664
0,50,Poor,1,1.3964999999999999,1.4805059373262848
0,51,Poor,0,0.0,2.8319640032881597
0,52,Poor,0,0.0,2.686826348486744
0,53,Poor,1,2.205,0.8439769234015881
0,54,Poor,1,1.3964999999999999,2.0806189039498655
0,55,Poor,1,1.3964999999999999,1.6905560092797571
0,56,Poor,0,0.0,2.669509462437027
0,57,Poor,1,2.205,1.0844532647191523
0,58,Poor,1,1.8952499999999999,1.220204407293339
0,59,Poor,1,1.8952499999999999,1.2397617804637941
0,60,Poor,0,0.0,3.7790769233708823
0,61,Poor,1,1.3964999999999999,1.5811287618913423
0,62,Poor,1,1.8952499999999999,1.8003788696844691
0,63,Poor,1,1.3964999999999999,1.2129986045114671
0,64,Poor,0,0.0,3.3626652189762822
0,65,Poor,1,1.8952499999999999,1.3985696637690994
0,66,Poor,1,2.205,0.7197780159935703
0,67,Poor,1,2.205,0.6404711927029796
0,68,Poor,0,0.0,3.2444064922299356
0,69,Poor,1,1.3964999999999999,1.4046935868617443
0,70,Middle,1,2.205,4.89389698464928
0,71,Middle,0,0.0,6.272125540401833
0,72,Middle,2,4.10025,2.521356429908594
0,73,Middle,0,0.0,6.650177955568674
0,74,Middle,0,0.0,6.663026645516861
0,75,Middle,2,3.6014999999999997,3.270119380157637
0,76,Middle,0,0.0,6.484098500636306
0,77,Middle,2,4.10025,1.107433218348504
0,78,Middle,1,2.205,5.960532339586948
0,79,Middle,1,6.598462500000001,0.23745855424365825
0,80,Middle,2,3.6014999999999997,2.535538920722078
0,81,Middle,3,5.49675,1.5046704755392601
0,82,Middle,1,2.205,5.595858049505999
0,83,Middle,1,6.598462500000001,0.11901499438787688
0,84,Middle,1,2.205,4.261858950972013
0,85,Middle,1,1.3964999999999999,5.979391407742918
0,86,Middle,0,0.0,5.296802880040796
0,87,Middle,1,1.3964999999999999,4.82316595567891
0,88,Middle,2,7.994962500000001,0.6217479070221319
0,89,Middle,1,2.205,3.4654192050312638
0,90,Rich,3,9.28725,2.190768789976839
0,91,Rich,2,7.994962500000001,1.59723642268401
0,92,Rich,1,5.68575,5.5294540525895135
0,93,Rich,0,0.0,10.503521023957262
0,94,Rich,2,4.10025,5.838797887991411
0,95,Rich,3,8.9775,1.2404600818050875
0,96,Rich,3,10.199962500000002,0.21353392421956574
0,97,Rich,0,0.0,11.342268822010302
0,98,Rich,2,3.6014999999999997,3.9641532596032674
0,99,Rich,3,5.49675,4.816741968365483
0,0,Poor,0,0.0,2.855568251059932
0,1,Poor,1,2.09475,0.7855208223662409
0,2,Poor,1,2.3152500000000003,0.8200931303640187
0,3,Poor,1,1.8952499999999999,1.3786148916286125
0,4,Poor,1,2.09475,1.1980120011803104
0,5,Poor,0,0.0,2.9146614930741417
0,6,Poor,1,2.3152500000000003,0.5611454718730826
0,7,Poor,1,2.3152500000000003,0.5725316124740405
0,8,Poor,1,2.09475,0.7306827877995152
0,9,Poor,0,0.0,3.5291456301569264
0,10,Poor,1,2.09475,1.127464128502703
0,11,Poor,0,0.0,3.1186264915375723
0,12,Poor,1,2.3152500000000003,0.7750264356859833
0,13,Poor,0,0.0,3.4917974768877826
0,14,Poor,1,1.8952499999999999,0.7757014596639222
0,15,Poor,1,2.3152500000000003,0.6119463806686358
0,16,Poor,1,2.3152500000000003,0.5065459463502315
0,17,Poor,1,2.3152500000000003,0.8355869884678868
0,18,Poor,1,2.3152500000000003,0.3766336992452439
0,19,Poor,0,0.0,2.9619399760432135
0,20,Poor,1,1.8952499999999999,0.4242518956372474
0,21,Poor,1,2.09475,1.2231565808146763
0,22,Poor,0,0.0,3.077269701963367
0,23,Poor,1,2.09475,0.43010276148264603
0,24,Poor,1,2.09475,0.9539503456066312
0,25,Poor,0,0.0,3.1360631833220807
0,26,Poor,1,2.09475,0.4884880334485673
0,27,Poor,0,0.0,2.99110150084376
0,28,Poor,1,2.3152500000000003,0.6304752892424967
0,29,Poor,1,1.8952499999999999,0.40153164487699033
0,30,Poor,0,0.0,4.151558442737377
0,31,Poor,1,1.8952499999999999,0.9307051293946995
0,32,Poor,1,2.3152500000000003,0.43542564024074837
0,33,Poor,1,2.09475,1.633212172360225
0,34,Poor,1,2.09475,0.9254742280934374
0,35,Poor,0,0.0,2.5476404157065833
0,36,Poor,1,2.3152500000000003,0.7161085691734042
0,37,Poor,1,1.8952499999999999,1.1014505656529332
0,38,Poor,0,0.0,3.2806195408253047
0,39,Poor,0,0.0,2.9817828486905134
0,40,Poor,0,0.0,2.5855794918528785
0,41,Poor,0,0.0,3.1984371830202094
0,42,Poor,0,0.0,2.980864513000685
