seed,participation_rate,avg_purchases_per_buyer,total_revenue,total_inventory_remaining,n_blocked_by_utility,n_blocked_by_budget,n_blocked_by_inventory,n_not_noticed,promotion_active,promotion_seller_id,promotion_seller_class,promotion_discount,visibility_rate_seller_0,visibility_rate_seller_1,visibility_rate_seller_2,visibility_rate_seller_3,visibility_rate_seller_4,Poor_participation_rate,Poor_to_Slow_share,Poor_to_Shigh_share,Poor_blocked_by_budget_at_Slow,Poor_blocked_by_budget_at_Shigh,Middle_participation_rate,Middle_to_Slow_share,Middle_to_Shigh_share,Middle_blocked_by_budget_at_Slow,Middle_blocked_by_budget_at_Shigh,Rich_participation_rate,Rich_to_Slow_share,Rich_to_Shigh_share,Rich_blocked_by_budget_at_Slow,Rich_blocked_by_budget_at_Shigh
0,0.67,0.81,206.0,449,104,153,0,87,False,-1,none,0.3,0.77,0.81,0.52,0.73,0.55,0.6285714285714286,1.0,0.0,38,87,0.8,0.7391304347826086,0.2608695652173913,10,13,0.7,0.6428571428571429,0.35714285714285715,1,4
0,0.66,0.75,174.30000000000007,455,100,175,0,70,False,-1,none,0.3,0.81,0.8,0.56,0.78,0.55,0.7,1.0,0.0,51,100,0.55,0.8823529411764706,0.11764705882352941,3,18,0.6,0.7777777777777778,0.2222222222222222,0,3
0,0.71,0.82,196.97999999999996,448,99,168,0,81,False,-1,none,0.3,0.85,0.81,0.58,0.78,0.47,0.6857142857142857,1.0,0.0,55,87,0.8,0.8095238095238095,0.19047619047619047,7,16,0.7,0.7692307692307693,0.23076923076923078,2,1
0,0.64,0.8,197.71499999999995,450,92,165,0,68,False,-1,none,0.3,0.8,0.73,0.53,0.76,0.55,0.5857142857142857,1.0,0.0,45,83,0.8,0.84,0.16,8,22,0.7,0.6428571428571429,0.35714285714285715,2,5
0,0.74,0.93,205.90631249999998,437,86,170,0,86,True,1,Slow,0.3,0.77,0.86,0.58,0.77,0.51,0.7285714285714285,1.0,0.0,53,94,0.75,0.8636363636363636,0.13636363636363635,2,16,0.8,0.7368421052631579,0.2631578947368421,0,5
0,0.71,0.85,227.62109999999998,445,96,175,0,69,False,-1,none,0.3,0.81,0.83,0.54,0.77,0.61,0.6285714285714286,1.0,0.0,48,95,0.9,0.7692307692307693,0.23076923076923078,5,19,0.9,0.6,0.4,5,3
0,0.63,0.74,174.48900000000006,456,94,150,0,72,False,-1,none,0.3,0.72,0.77,0.48,0.72,0.49,0.6,1.0,0.0,39,88,0.7,0.9,0.1,6,16,0.7,0.8333333333333334,0.16666666666666666,0,1
0,0.67,0.85,207.48353193749992,445,105,153,0,67,True,3,Shigh,0.3,0.78,0.78,0.61,0.68,0.58,0.6428571428571429,1.0,0.0,46,90,0.65,0.7916666666666666,0.20833333333333334,5,10,0.9,0.6875,0.3125,2,0
0,0.78,0.94,232.31085937499995,436,84,183,0,89,False,-1,none,0.3,0.87,0.87,0.57,0.8,0.5,0.7714285714285715,1.0,0.0,66,97,0.8,0.9230769230769231,0.07692307692307693,6,9,0.8,0.6428571428571429,0.35714285714285715,3,2
0,0.71,0.8,189.10970793749996,450,85,197,0,73,False,-1,none,0.3,0.81,0.81,0.56,0.82,0.62,0.7285714285714285,1.0,0.0,63,106,0.7,0.9,0.1,4,20,0.6,0.8888888888888888,0.1111111111111111,2,2
