seed,participation_rate,avg_purchases_per_buyer,total_revenue,total_inventory_remaining,n_blocked_by_utility,n_blocked_by_budget,n_blocked_by_inventory,n_not_noticed,promotion_active,promotion_seller_id,promotion_seller_class,promotion_discount,visibility_rate_seller_0,visibility_rate_seller_1,visibility_rate_seller_2,visibility_rate_seller_3,visibility_rate_seller_4,Poor_participation_rate,Poor_to_Slow_share,Poor_to_Shigh_share,Poor_blocked_by_budget_at_Slow,Poor_blocked_by_budget_at_Shigh,Middle_participation_rate,Middle_to_Slow_share,Middle_to_Shigh_share,Middle_blocked_by_budget_at_Slow,Middle_blocked_by_budget_at_Shigh,Rich_participation_rate,Rich_to_Slow_share,Rich_to_Shigh_share,Rich_blocked_by_budget_at_Slow,Rich_blocked_by_budget_at_Shigh
0,0.72,0.97,224.59999999999997,433,130,170,0,103,True,2,Slow,0.3,0.89,0.97,0.64,0.87,0.6,0.6571428571428571,1.0,0.0,38,103,0.85,0.8518518518518519,0.14814814814814814,5,16,0.9,0.6190476190476191,0.38095238095238093,3,5
1,0.78,0.92,208.6,438,131,200,0,77,True,2,Slow,0.3,0.95,0.96,0.66,0.96,0.7,0.7285714285714285,1.0,0.0,52,116,0.85,0.8260869565217391,0.17391304347826086,9,16,1.0,0.7058823529411765,0.29411764705882354,2,5
2,0.79,0.96,210.79999999999998,434,135,188,0,81,True,2,Slow,0.3,0.95,0.97,0.69,0.87,0.71,0.7714285714285715,1.0,0.0,48,110,0.75,0.8636363636363636,0.13636363636363635,6,15,1.0,0.7368421052631579,0.2631578947368421,3,6
3,0.77,0.9,210.79999999999998,440,131,179,0,100,True,2,Slow,0.3,0.94,0.93,0.63,0.89,0.61,0.7142857142857143,1.0,0.0,50,101,0.85,0.7916666666666666,0.20833333333333334,7,17,1.0,0.625,0.375,0,4
4,0.77,0.95,227.6,435,137,181,0,87,True,2,Slow,0.3,0.94,0.95,0.7,0.88,0.66,0.7142857142857143,1.0,0.0,45,109,0.9,0.6923076923076923,0.3076923076923077,11,9,0.9,0.7222222222222222,0.2777777777777778,1,6
5,0.8,0.94,219.79999999999998,436,122,196,0,88,True,2,Slow,0.3,0.89,0.94,0.67,0.91,0.71,0.7571428571428571,1.0,0.0,50,110,0.85,0.6818181818181818,0.3181818181818182,11,19,1.0,0.7222222222222222,0.2777777777777778,0,6
6,0.77,0.89,230.6,441,134,183,0,94,True,2,Slow,0.3,0.95,0.94,0.62,0.89,0.66,0.7571428571428571,1.0,0.0,49,105,0.75,0.5882352941176471,0.4117647058823529,10,12,0.9,0.5263157894736842,0.47368421052631576,4,3
7,0.79,0.99,225.39999999999998,431,120,195,0,86,True,2,Slow,0.3,0.97,0.96,0.65,0.91,0.65,0.7142857142857143,1.0,0.0,56,105,0.95,0.7586206896551724,0.2413793103448276,7,19,1.0,0.8333333333333334,0.16666666666666666,1,7
8,0.73,0.91,203.6,439,128,187,0,94,True,2,Slow,0.3,0.94,0.98,0.62,0.88,0.64,0.6285714285714286,1.0,0.0,45,107,1.0,0.8387096774193549,0.16129032258064516,12,19,0.9,0.7333333333333333,0.26666666666666666,2,2
9,0.75,0.91,213.2,439,137,200,0,72,True,2,Slow,0.3,0.97,0.95,0.68,0.94,0.74,0.6714285714285714,1.0,0.0,56,119,0.9,0.7777777777777778,0.2222222222222222,7,14,1.0,0.6470588235294118,0.35294117647058826,0,4
10,0.8,0.99,228.59999999999997,431,111,207,0,83,True,2,Slow,0.3,0.95,0.99,0.66,0.9,0.67,0.7571428571428571,1.0,0.0,62,106,0.9,0.7692307692307693,0.23076923076923078,11,19,0.9,0.6666666666666666,0.3333333333333333,4,5
11,0.74,0.84,195.39999999999998,446,143,177,0,96,True,2,Slow,0.3,0.96,0.94,0.63,0.91,0.6,0.7,1.0,0.0,46,109,0.85,0.7391304347826086,0.2608695652173913,6,14,0.8,0.6363636363636364,0.36363636363636365,0,2
12,0.75,0.92,213.6,438,130,190,0,88,True,2,Slow,0.3,0.93,0.91,0.68,0.9,0.7,0.7571428571428571,1.0,0.0,51,117,0.7,0.65,0.35,9,11,0.8,0.7142857142857143,0.2857142857142857,1,1
13,0.73,0.86,188.0,444,143,192,0,79,True,2,Slow,0.3,0.98,0.94,0.69,0.93,0.67,0.7285714285714285,1.0,0.0,51,110,0.65,0.8,0.2,6,19,0.9,0.7894736842105263,0.21052631578947367,2,4
14,0.75,0.93,219.2,437,132,182,0,93,True,2,Slow,0.3,0.95,0.97,0.66,0.86,0.63,0.6857142857142857,1.0,0.0,45,103,0.95,0.7931034482758621,0.20689655172413793,12,20,0.8,0.6666666666666666,0.3333333333333333,1,1
15,0.73,0.89,196.2,441,140,183,0,88,True,2,Slow,0.3,0.96,0.95,0.63,0.92,0.66,0.6285714285714286,1.0,0.0,43,110,0.95,0.875,0.125,9,18,1.0,0.7222222222222222,0.2777777777777778,0,3
16,0.71,0.91,203.6,439,130,191,0,88,True,2,Slow,0.3,0.95,0.94,0.6,0.95,0.68,0.6571428571428571,1.0,0.0,48,113,0.75,0.8333333333333334,0.16666666666666666,7,20,1.0,0.75,0.25,1,2
17,0.79,0.93,225.39999999999998,437,123,196,0,88,True,2,Slow,0.3,0.93,0.98,0.58,0.93,0.7,0.7428571428571429,1.0,0.0,45,116,0.9,0.6818181818181818,0.3181818181818182,14,14,0.9,0.6666666666666666,0.3333333333333333,2,5
18,0.7,0.84,188.0,446,124,188,0,104,True,2,Slow,0.3,0.94,0.94,0.6,0.83,0.65,0.6571428571428571,1.0,0.0,57,105,0.75,0.8,0.2,7,17,0.9,0.7333333333333333,0.26666666666666666,0,2
19,0.76,0.93,204.2,437,133,185,0,89,True,2,Slow,0.3,0.97,0.96,0.61,0.89,0.68,0.6857142857142857,1.0,0.0,43,112,0.9,0.8695652173913043,0.13043478260869565,6,18,1.0,0.7368421052631579,0.2631578947368421,3,3
20,0.74,0.92,235.39999999999998,438,132,189,0,87,True,2,Slow,0.3,0.94,0.95,0.68,0.9,0.66,0.6571428571428571,1.0,0.0,48,101,0.9,0.6956521739130435,0.30434782608695654,12,18,1.0,0.5909090909090909,0.4090909090909091,3,7
21,0.77,0.94,221.99999999999997,436,132,199,0,75,True,2,Slow,0.3,0.96,0.96,0.75,0.91,0.67,0.7285714285714285,1.0,0.0,61,105,0.85,0.7083333333333334,0.2916666666666667,9,17,0.9,0.6842105263157895,0.3157894736842105,2,5
22,0.75,0.94,225.6,436,126,189,0,91,True,2,Slow,0.3,0.94,0.92,0.65,0.96,0.62,0.7285714285714285,1.0,0.0,52,108,0.8,0.7083333333333334,0.2916666666666667,8,15,0.8,0.6470588235294118,0.35294117647058826,3,3
23,0.8,1.02,230.2,428,121,187,0,90,True,2,Slow,0.3,0.97,0.98,0.65,0.92,0.58,0.7714285714285715,1.0,0.0,60,107,0.8,0.8214285714285714,0.17857142857142858,7,10,1.0,0.7058823529411765,0.29411764705882354,0,3
24,0.75,0.9,221.2,440,131,191,0,88,True,2,Slow,0.3,0.95,0.97,0.6,0.89,0.71,0.7,1.0,0.0,49,111,0.85,0.6956521739130435,0.30434782608695654,11,13,0.9,0.6470588235294118,0.35294117647058826,2,5
25,0.75,0.88,194.4,442,136,182,0,94,True,2,Slow,0.3,0.97,0.88,0.62,0.91,0.68,0.7,1.0,0.0,45,113,0.8,0.8260869565217391,0.17391304347826086,5,15,1.0,0.8,0.2,1,3
26,0.74,0.95,209.39999999999998,435,131,189,0,85,True,2,Slow,0.3,0.98,0.95,0.62,0.9,0.7,0.6857142857142857,1.0,0.0,46,117,0.8,0.8928571428571429,0.10714285714285714,3,16,1.0,0.7368421052631579,0.2631578947368421,2,5
27,0.76,0.94,210.79999999999998,436,121,201,0,84,True,2,Slow,0.3,0.94,0.94,0.68,0.95,0.65,0.6714285714285714,1.0,0.0,55,114,0.95,0.76,0.24,11,14,1.0,0.85,0.15,0,7
28,0.76,0.95,209.79999999999998,435,119,189,0,97,True,2,Slow,0.3,0.93,0.94,0.62,0.9,0.64,0.7285714285714285,1.0,0.0,54,110,0.8,0.8,0.2,9,12,0.9,0.7647058823529411,0.23529411764705882,0,4
29,0.75,0.89,213.39999999999998,441,132,187,0,92,True,2,Slow,0.3,0.97,0.92,0.64,0.95,0.6,0.6714285714285714,1.0,0.0,52,111,0.9,0.7727272727272727,0.22727272727272727,6,14,1.0,0.6111111111111112,0.3888888888888889,1,3
