lag,n,observed,memoryless,lower,upper,lower_se,lower_ci_lo,lower_ci_hi,upper_se,upper_ci_lo,upper_ci_hi,vs_lag1,vs_lag1_ci_lo,vs_lag1_ci_hi,decay_ratio,decay_ratio_ci_lo,decay_ratio_ci_hi,n_boot,split
1,1611,0.7641216635630044,0.7432093024253845,0.02091236113761985,0.359228250367874,0.008179912486945412,0.0053103746596352835,0.0358360796876343,0.02529127711462416,0.30301429548955255,0.4032966025412677,0.0,0.0,0.0,1.3365582014685045,0.45030377732323007,4.857980494280095,300,alternating
2,1475,0.775593220338983,0.7380970120429993,0.03749620829598377,0.37069980714385264,0.008933787897483475,0.021274625250230765,0.054478645835141094,0.027696011568098488,0.3091879484440099,0.4205583569173167,0.016583847158363918,0.004849487618133116,0.02831806578272722,1.3365582014685045,0.45030377732323007,4.857980494280095,300,alternating
4,1340,0.7694029850746269,0.7342814207077026,0.03512156436692426,0.3645095718794965,0.009762168210420754,0.016292781343431824,0.05677774046427744,0.028465905592271,0.30259925993377085,0.4150674768531785,0.014209203229304412,-0.002423600822680927,0.029679802682103493,1.3365582014685045,0.45030377732323007,4.857980494280095,300,alternating
8,1068,0.7621722846441947,0.7342216968536377,0.027950587790557035,0.35727887144906434,0.010989161046978762,0.00795037680873897,0.05059276033667394,0.02963546552939932,0.29274606374096235,0.40696609854762955,0.007038226652937185,-0.012738046158901076,0.027609285610260156,1.3365582014685045,0.45030377732323007,4.857980494280095,300,alternating
