cell,label,temperature,budget_wall,fixed_preference,entropy_bits,intrinsic_noise,level,floor,distance,R,capacity,gate,d_offline,d_shadow,amplification,excess,excess_lo,excess_hi,state_drift,behavioural_divergence_pp,shares_equivalent,n_shares,worst_share
phase9c_t100_wall_fixed,tau=1  budget=wall  taste=fixed,1.0,True,True,0.9282562351743299,0.4755074208274668,0.4593847886146028,0.08323032531067508,0.08323032531067508,0.1750347558526839,64x2,True,0.08295267010683514,0.08867315347639834,1.0689608105706032,0.0057204833695632,0.005438552548426204,0.006002414190700195,0.005099739885305565,0.6185325476768142,6,6,Rich_to_Shigh
phase9c_t010_wall_fixed,tau=0.1  budget=wall  taste=fixed,0.1,True,True,0.19067545390471977,0.19916291450759574,0.45931685882199974,0.16854360384705183,0.16854360384705183,0.8462599789913391,256x3,True,0.16792595841731986,0.2799262715442718,1.6669624766923483,0.11200031312695188,0.10732709946061281,0.11667352679329096,0.08831121837622492,2.4905593098873595,6,6,Middle_to_Slow
phase9c_t010_open_fixed,tau=0.1  budget=OPEN  taste=fixed,0.1,False,True,0.20994722361134627,0.20942497839145133,0.4584476153083832,0.17214812677643296,0.1726981497573701,0.8246301424205834,64x2,True,0.1728966020222387,0.27468013084658466,1.5886959467905224,0.10178352882434592,0.09894510575135067,0.10462195189734118,0.02495998263307592,1.7468426140070363,6,6,Middle_to_Shigh
phase9c_t010_wall_weekly,tau=0.1  budget=wall  taste=weekly,0.1,True,False,0.2623668014584419,0.23664948316303733,0.4589279688246641,0.27455655014063846,0.27455655014063846,1.160182335794435,128x3 (failed),False,0.27278288863082234,0.2735947058987028,1.0029760564233159,0.0008118172678803862,-0.0005175646870681743,0.0021411992228289466,0.005339608212285071,0.3752748796904337,6,6,Middle_to_Slow
phase9c_t010_open_weekly,tau=0.1  budget=OPEN  taste=weekly,0.1,False,False,0.23904750192032748,0.22431985232258012,0.4589068558951082,0.2608187787356082,0.26219491437955045,1.1688440040630226,64x2,True,0.26157372173945065,0.26132277438953233,0.9990406247682315,-0.0002509473499183716,-0.001192784455713804,0.0006908897558770608,0.0072186957713997624,1.4136102566564661,6,6,Middle_to_Slow
